time,energy,delta_L2,max_u,mean_u
0.647,3.6518458919113277,0.0008916716273814566,0.18734899614767103,0.0024984287360666525
0.648,3.64987791656018,0.0008902108283391914,0.18725556665081247,0.0024984069680023587
0.649,3.64791316291429,0.0008887541573789037,0.18716230547604532,0.0024983850346775405
0.65,3.6459516205710303,0.0008873015947994124,0.187069212050028,0.0024983629356892536
0.651,3.643993279173965,0.0008858531210412892,0.18697628580225234,0.0024983406706369825
0.652,3.6420381284126377,0.0008844087166858831,0.18688352616502535,0.0024983182391226143
0.653,3.6400861580222,0.0008829683624542532,0.18679093257345103,0.0024982956407504416
0.654,3.6381373577831866,0.0008815320392061183,0.18669850446541242,0.0024982728751271705
0.655,3.6361917175212417,0.0008800997279387351,0.18660624128155368,0.002498249941861925
0.656,3.6342492271068214,0.0008786714097860439,0.1865141424652624,0.0024982268405662465
0.657,3.6323098764549373,0.0008772470660176424,0.1864222074626521,0.0024982035708540663
0.658,3.630373655524905,0.0008758266780375676,0.18633043572254468,0.0024981801323417582
0.659,3.6284405543200204,0.0008744102273835864,0.18623882669645325,0.002498156524648098
0.66,3.6265105628873693,0.000872997695725979,0.18614737983856486,0.002498132747394276
0.661,3.624583671317504,0.0008715890648666979,0.1860560946057235,0.0024981088002039033
0.662,3.6226598697442434,0.0008701843167382617,0.18596497045741328,0.002498084682703
0.663,3.620739148344315,0.0008687834334027966,0.18587400685574168,0.0024980603945200055
0.664,3.6188214973372648,0.0008673863970513668,0.18578320326542277,0.002498035935285781
0.665,3.6169069069850006,0.0008659931900023072,0.18569255915376087,0.0024980113046335966
0.666,3.614995367591715,0.000864603794701147,0.1856020739906342,0.0024979865021991384
0.667,3.613086869503535,0.0008632181937188694,0.1855117472484785,0.002497961527620504
0.668,3.6111814031083114,0.0008618363697517287,0.18542157840227103,0.0024979363805382273
0.669,3.6092789588353456,0.0008604583056194109,0.1853315669295146,0.0024979110605952265
0.67,3.6073795271551843,0.0008590839842649171,0.18524171231022166,0.002497885567436853
0.671,3.6054830985793744,0.0008577133887532507,0.18515201402689854,0.0024978599007108734
0.672,3.603589663660179,0.0008563465022705429,0.18506247156452993,0.0024978340600674597
0.673,3.60169921299037,0.0008549833081231131,0.1849730844105633,0.0024978080451591948
0.674,3.5998117372030096,0.0008536237897365326,0.18488385205489352,0.002497781855641088
0.675,3.597927226971181,0.0008522679306550173,0.18479477398984778,0.002497755491170537
0.676,3.596045673007783,0.000850915714539958,0.18470584971017023,0.0024977289514073664
0.677,3.5941670660652774,0.0008495671251696704,0.18461707871300703,0.0024977022360138054
0.678,3.59229139693547,0.0008482221464380675,0.18452846049789154,0.00249767534465449
0.679,3.590418656449298,0.000846880762353775,0.1844399945667294,0.0024976482769964573
0.68,3.5885488354765966,0.0008455429570396397,0.18435168042378403,0.002497621032709157
0.681,3.586681924925844,0.0008442087147314772,0.18426351757566178,0.002497593611464447
0.682,3.584817915743995,0.0008428780197773593,0.18417550553129786,0.002497566012936568
0.683,3.5829567989162125,0.0008415508566366829,0.18408764380194162,0.0024975382368021834
0.684,3.581098565465685,0.000840227209879394,0.18399993190114264,0.0024975102827403403
0.685,3.5792432064533988,0.0008389070641852329,0.1839123693447364,0.0024974821504324986
0.686,3.5773907129779037,0.0008375904043425737,0.18382495565083032,0.0024974538395624983
0.687,3.575541076175129,0.0008362772152479685,0.18373776000385333,0.0024974253498165817
0.6880000000000001,3.573694287218152,0.0008349674819050075,0.18365104008498528,0.002497396680883386
0.6890000000000001,3.5718503373170156,0.0008336611894236235,0.18356446654635444,0.002497367832453922
0.6900000000000001,3.5700092177184777,0.0008323583230193897,0.1834780389191089,0.0024973388042216207
0.6910000000000001,3.5681709197058264,0.0008310588680123405,0.1833917567365764,0.002497309595882269
0.6920000000000001,3.566335434598699,0.0008297628098267067,0.1833056195342511,0.0024972802071340427
0.6930000000000001,3.5645027537528406,0.000828470133989591,0.1832196268497804,0.002497250637677521
0.6940000000000001,3.5626728685599227,0.0008271808261303651,0.18313377822295218,0.002497220887215638
0.6950000000000001,3.5608457704473437,0.0008258948719799769,0.18304807319568162,0.0024971909554537116
0.6960000000000001,3.5590214508780136,0.0008246122573701167,0.18296251131199848,0.002497160842099445
0.6970000000000001,3.557199901350182,0.0008233329682322707,0.18287709211803443,0.002497130546862899
0.6980000000000001,3.5553811133972033,0.0008220569905971656,0.1827918151620104,0.0024971000694565164
0.6990000000000001,3.553565078587412,0.0008207843105937109,0.18270667999422407,0.0024970694095950968
0.7000000000000001,3.5517517885238643,0.0008195149144486367,0.18262168616703742,0.0024970385669958136
0.7010000000000001,3.5499412348441544,0.0008182487884853558,0.18253683323486442,0.0024970075413781874
0.7020000000000001,3.5481334092202608,0.000816985919123441,0.18245212075415873,0.0024969763324641206
0.7030000000000001,3.546328303358333,0.0008157262928776696,0.1823675482834016,0.002496944939977848
0.704,3.5445259089985015,0.0008144698963575259,0.18228311538308975,0.002496913363645974
0.705,3.5427262179147183,0.0008132167162660953,0.1821988216157235,0.002496881603197443
0.706,3.5409292219145234,0.0008119667393998607,0.18211466654579478,0.0024968496583635553
0.707,3.5391349128389322,0.0008107199526473634,0.18203064973977529,0.002496817528877945
0.708,3.53734328256219,0.0008094763429888678,0.1819467707661049,0.002496785214476594
0.709,3.5355543229916258,0.000808235897495689,0.18186302919518005,0.0024967527148978185
0.71,3.53376802606747,0.0008069986033289718,0.18177942459934204,0.0024967200298822686
0.711,3.5319843837626568,0.0008057644477396437,0.18169595655286574,0.002496687159172932
0.712,3.5302033880826817,0.0008045334180673481,0.1816126246319481,0.0024966541025151097
0.713,3.528425031065421,0.0008033055017394766,0.18152942841469694,0.0024966208596564465
0.714,3.526649304780917,0.0008020806862711742,0.1814463674811197,0.0024965874303468872
0.715,3.5248762013312636,0.000800858959263944,0.18136344141311234,0.002496553814338708
0.716,3.5231057128503926,0.0007996403084054375,0.18128064979444833,0.002496520011386488
0.717,3.52133783150393,0.0007984247214683381,0.18119799221076757,0.0024964860212471234
0.718,3.519572549489026,0.0007972121863102986,0.18111546824956565,0.0024964518436798185
0.719,3.517809859034162,0.0007960026908724779,0.1810330775001829,0.002496417478446069
